id,new/old,type,sweet,body,fruits,nuts,flowers,snacks,trees,plants,spices,smokes,forests,animals,rocks,pure,abundunt,grace,fresh,atractive,power
58989,1,1,4,1,2,0,1,0,2,0,3,1,0,0,0,0,0,2,0,0,0
58972,1,1,4,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0
53740,1,1,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
59787,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
56485,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52689,1,1,4,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
57566,1,1,4,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
60591,1,1,4,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
56360,1,1,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
53979,1,1,4,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
57379,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
59030,1,1,4,1,3,0,1,0,1,0,1,0,0,0,0,2,0,1,1,0,0
59719,1,1,4,1,5,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0
58975,1,1,4,1,4,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0
59063,1,1,4,1,3,0,1,0,1,0,3,0,0,0,0,0,0,1,2,0,0
52398,1,1,4,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
58999,1,1,4,1,2,0,2,0,1,0,1,1,0,0,0,1,0,0,0,1,0
59817,1,1,4,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1
54087,1,1,4,1,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
59539,1,1,4,1,6,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
59860,1,1,4,1,3,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,1
59727,1,1,4,1,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
39464,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41077,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56862,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42602,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44373,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45101,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45836,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49925,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47799,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48688,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47911,0,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40516,0,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48133,0,1,5,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44278,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47028,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47031,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47056,0,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47769,0,1,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47052,0,1,5,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47029,0,1,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
47292,0,1,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
45431,0,1,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47027,0,1,5,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
47294,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47048,0,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56868,0,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47026,0,1,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46975,0,1,5,1,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
39467,0,1,5,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
39468,0,1,5,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
45941,0,1,5,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
44301,0,1,5,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
45098,0,1,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
47395,0,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48159,0,1,5,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46866,0,1,5,1,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
40767,0,1,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53272,0,1,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50447,0,1,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46427,0,1,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38179,0,1,5,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45835,0,1,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
47397,0,1,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
47104,0,1,5,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
40518,0,1,5,1,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0
46938,0,1,5,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
47053,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47296,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44406,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47042,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47295,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40931,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47043,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46832,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47260,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41542,0,1,5,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47751,0,1,5,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47901,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
45942,0,1,5,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
46597,0,1,5,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
47797,0,1,5,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46511,0,1,5,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
47742,0,1,5,1,5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
47025,0,1,5,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
45100,0,1,5,1,1,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0
50143,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
40500,0,1,5,1,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
48111,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
40503,0,1,5,1,3,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0
46329,0,1,5,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
48135,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49947,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45889,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45947,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39465,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47259,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49932,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45946,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41081,0,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
44246,0,1,5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
45295,0,1,5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
44242,0,1,5,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
45943,0,1,5,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46863,0,1,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
44831,0,1,5,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
46935,0,1,5,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
41267,0,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
37632,0,1,5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
37645,0,1,5,1,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0
45285,0,1,5,1,2,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0
48104,0,1,5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
41478,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45948,0,1,5,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45949,0,1,5,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45945,0,1,5,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
39031,0,1,5,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
46337,0,1,5,1,3,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0
47045,0,1,5,1,2,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0
41581,0,1,5,1,3,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0
46047,0,1,5,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0
40929,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
45291,0,1,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48128,0,1,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37638,0,1,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
56865,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40519,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
41502,0,1,5,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
46334,0,1,5,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
48663,0,1,5,1,3,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0
46492,0,1,5,1,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0
40771,0,1,5,1,2,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
46327,0,1,5,1,1,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0
45732,0,1,5,1,1,0,2,0,1,0,1,1,0,0,0,2,0,1,0,0,0
45761,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
46486,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
39143,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
48241,0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
45733,0,1,5,1,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0
53273,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
47002,0,1,5,1,4,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
45566,0,1,5,1,5,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0
40769,0,1,5,1,3,0,0,0,1,2,1,1,1,0,0,1,0,2,0,0,0
44926,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
40930,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48771,0,1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47049,0,1,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39187,0,1,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
54125,0,1,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
40513,0,1,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45121,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45290,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41577,0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46862,0,1,5,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45944,0,1,5,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41600,0,1,5,1,4,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0
41264,0,1,5,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
45731,0,1,5,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
41570,0,1,5,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
47050,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
45735,0,1,5,1,2,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0
48110,0,1,5,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
45523,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49928,0,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
46332,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
46333,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
46977,0,1,5,1,5,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0
53281,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
47060,0,1,5,1,2,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0
54872,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
41602,0,1,5,1,3,0,0,0,1,0,2,0,0,0,1,0,1,1,1,0,0
48106,0,1,5,1,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0
47704,0,1,5,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0
46577,0,1,5,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
45052,0,1,5,1,4,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0
40770,0,1,5,1,1,0,0,0,1,0,1,0,0,0,0,2,1,2,1,0,0
48773,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46488,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41469,0,1,5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
46487,0,1,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
46499,0,1,5,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0
48665,0,1,5,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
39114,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45728,0,1,5,1,5,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0
45833,0,1,5,1,5,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0
46328,0,1,5,1,5,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0
48112,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48197,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
47768,0,1,5,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
46498,0,1,5,1,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
46198,0,1,5,1,3,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
37647,0,1,5,1,2,0,2,0,1,0,0,2,0,0,0,1,2,0,0,1,0
45284,0,1,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
46937,0,1,5,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47120,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
45723,0,1,5,1,3,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0
48105,0,1,5,1,2,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
46490,0,1,5,1,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0
40501,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0
40502,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0
45727,0,1,5,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
45730,0,1,5,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
54691,0,1,5,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
47709,0,1,5,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0
41819,0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
44310,0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
45734,0,1,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,2,1,2,0
42806,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48196,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47030,0,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
49927,0,1,5,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
41259,0,1,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
48130,0,1,5,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1
40514,0,1,5,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
48134,0,1,5,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1
48195,0,1,5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40515,0,1,5,1,2,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,1
45288,0,1,5,1,2,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,1
